,Televisor_analogico,Televisor_con_decodificador,Televisor_digital,Telefono_celular,Computadora_escritorio,Laptop,Internet,Estrato_socioeconomico,Tipo_de_entorno
5725,Si,No,No,Si,No,No,Si,Bajo,Urbano
5726,Si,Si,No,Si,No,No,Si,Bajo,Urbano
5727,No,No,Si,Si,No,No,Si,Bajo,Urbano
5728,No,No,Si,Si,Si,No,No,Medio alto,Urbano
5729,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
5730,Si,Si,No,Si,No,No,No,Medio alto,Urbano
5731,No,No,Si,Si,No,No,Si,Medio alto,Urbano
5732,Si,No,Si,Si,Si,No,Si,Medio alto,Urbano
5733,No,No,No,Si,No,No,No,Medio bajo,Rural
5734,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
5735,No,No,Si,Si,No,No,No,Medio bajo,Rural
5736,Si,No,No,Si,No,No,No,Medio bajo,Rural
5737,Si,No,No,Si,No,No,No,Medio bajo,Rural
5738,No,No,Si,Si,No,No,Si,Medio bajo,Rural
5739,Si,No,Si,Si,No,Si,No,Medio bajo,Rural
5740,No,No,Si,Si,No,No,No,Medio bajo,Rural
5741,No,No,Si,Si,No,No,No,Medio bajo,Rural
5742,Si,Si,Si,Si,No,Si,No,Medio bajo,Rural
5743,No,No,Si,Si,No,No,No,Medio bajo,Rural
5744,No,No,Si,Si,No,Si,No,Medio bajo,Urbano
5745,Si,No,Si,Si,No,No,No,Medio bajo,Urbano
5746,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
5747,No,No,Si,Si,No,No,No,Medio bajo,Rural
5748,No,No,Si,Si,No,No,No,Medio bajo,Rural
5749,Si,No,No,Si,No,Si,No,Medio bajo,Rural
5750,Si,No,Si,Si,No,Si,No,Medio bajo,Rural
5751,No,No,Si,No,No,No,No,Medio bajo,Rural
5752,No,No,Si,Si,Si,Si,Si,Bajo,Urbano
5753,No,No,Si,Si,No,No,No,Alto,Urbano
5754,No,No,Si,Si,No,Si,Si,Alto,Urbano
5755,No,No,Si,Si,No,Si,Si,Alto,Urbano
5756,No,No,Si,Si,No,Si,No,Bajo,Urbano
5757,No,No,Si,Si,No,Si,Si,Bajo,Urbano
5758,No,No,Si,Si,No,No,Si,Bajo,Urbano
5759,No,No,Si,Si,Si,No,Si,Bajo,Urbano
5760,No,No,Si,Si,No,No,No,Bajo,Urbano
5761,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
5762,No,No,Si,Si,No,No,No,Bajo,Rural
5763,Si,Si,No,Si,No,No,No,Bajo,Rural
5764,No,No,Si,No,No,No,No,Bajo,Rural
5765,No,No,Si,Si,No,No,No,Bajo,Rural
5766,No,No,Si,Si,No,No,Si,Alto,Urbano
5767,No,No,Si,Si,No,Si,Si,Alto,Urbano
5768,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
5769,No,No,Si,Si,No,Si,No,Medio alto,Urbano
5770,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
5771,Si,Si,Si,Si,No,Si,No,Medio alto,Urbano
5772,Si,Si,Si,Si,No,No,No,Medio alto,Urbano
5773,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
5774,No,No,Si,Si,No,Si,Si,Alto,Urbano
5775,No,Si,Si,Si,No,No,Si,Alto,Urbano
5776,No,No,Si,Si,No,Si,Si,Alto,Urbano
5777,No,No,Si,Si,No,No,Si,Alto,Urbano
5778,Si,No,No,Si,No,No,No,Alto,Urbano
5779,Si,No,Si,No,No,No,No,Medio bajo,Rural
5780,No,No,Si,Si,No,No,No,Medio bajo,Rural
5781,Si,Si,Si,No,No,No,No,Medio bajo,Rural
5782,No,No,No,Si,No,No,No,Medio bajo,Rural
5783,Si,Si,No,Si,No,No,No,Medio bajo,Rural
5784,Si,No,Si,Si,No,Si,Si,Medio bajo,Rural
5785,No,No,Si,Si,No,No,Si,Medio bajo,Rural
5786,No,No,Si,No,No,No,No,Medio bajo,Rural
5787,No,No,Si,Si,Si,Si,Si,Medio bajo,Rural
5788,Si,No,Si,Si,No,Si,Si,Medio bajo,Rural
5789,No,No,Si,Si,No,No,No,Medio bajo,Rural
5790,No,No,Si,No,No,No,No,Medio bajo,Rural
5791,Si,No,No,Si,No,No,Si,Bajo,Rural
5792,Si,Si,Si,Si,No,No,Si,Bajo,Rural
5793,No,No,Si,No,No,No,No,Bajo,Rural
5794,No,No,Si,No,No,No,No,Bajo,Rural
5795,No,No,Si,No,No,No,No,Bajo,Rural
5796,No,No,Si,Si,No,No,No,Bajo,Rural
5797,No,No,Si,Si,No,No,Si,Bajo,Rural
5798,Si,No,No,Si,No,No,No,Bajo,Rural
5799,No,No,Si,Si,No,No,No,Bajo,Rural
5800,Si,No,No,Si,No,No,Si,Bajo,Rural
5801,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
5802,No,No,Si,No,No,No,No,Medio bajo,Rural
5803,Si,No,Si,Si,No,No,Si,Alto,Urbano
5804,No,No,Si,Si,Si,No,Si,Alto,Urbano
5805,No,No,Si,Si,No,Si,Si,Alto,Urbano
5806,Si,Si,No,No,No,No,No,Medio alto,Urbano
5807,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
5808,No,No,Si,No,No,No,No,Medio bajo,Rural
5809,No,No,Si,Si,No,No,No,Medio bajo,Rural
5810,No,No,Si,Si,No,No,No,Medio bajo,Rural
5811,Si,No,No,Si,No,No,No,Bajo,Rural
5812,No,No,Si,Si,No,Si,No,Bajo,Urbano
5813,No,No,Si,Si,No,Si,No,Bajo,Urbano
5814,Si,Si,No,Si,No,No,No,Bajo,Urbano
5815,No,No,Si,Si,No,No,Si,Bajo,Urbano
5816,No,No,No,No,No,No,No,Bajo,Rural
5817,No,No,No,No,No,No,No,Bajo,Rural
5818,No,No,Si,No,No,No,No,Bajo,Rural
5819,No,No,Si,Si,No,No,No,Bajo,Rural
5820,Si,No,No,Si,No,No,No,Medio bajo,Rural
5821,No,Si,Si,Si,Si,Si,Si,Alto,Urbano
5822,No,No,Si,Si,No,No,No,Medio alto,Urbano
5823,No,No,Si,Si,No,No,No,Medio bajo,Urbano
5824,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
5825,No,No,Si,No,No,No,No,Medio bajo,Urbano
5826,Si,No,Si,Si,No,No,Si,Medio bajo,Urbano
5827,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
5828,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
5829,No,Si,Si,Si,No,No,No,Medio bajo,Urbano
5830,Si,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
5831,No,No,No,Si,No,No,Si,Medio bajo,Urbano
5832,No,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
5833,Si,Si,Si,Si,No,No,Si,Medio bajo,Urbano
5834,Si,No,No,Si,No,No,No,Medio bajo,Urbano
5835,No,No,Si,No,No,No,No,Medio bajo,Urbano
5836,Si,Si,No,Si,No,No,Si,Bajo,Urbano
5837,Si,Si,No,Si,No,No,Si,Medio bajo,Rural
5838,No,No,Si,No,No,No,No,Medio bajo,Rural
5839,No,No,Si,Si,Si,No,Si,Medio bajo,Rural
5840,No,No,Si,Si,No,No,No,Medio bajo,Rural
5841,No,No,Si,Si,No,No,No,Medio bajo,Rural
5842,No,No,Si,Si,No,No,Si,Medio bajo,Rural
5843,Si,No,Si,No,No,No,No,Medio bajo,Rural
5844,Si,Si,No,No,No,No,No,Medio bajo,Rural
5845,No,No,Si,No,No,No,Si,Medio bajo,Rural
5846,Si,Si,No,Si,No,No,Si,Bajo,Rural
5847,Si,Si,Si,Si,No,No,Si,Bajo,Rural
5848,Si,No,Si,Si,No,No,Si,Bajo,Urbano
5849,No,No,Si,Si,Si,No,Si,Bajo,Urbano
5850,Si,Si,No,Si,No,No,No,Bajo,Urbano
5851,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
5852,Si,No,No,Si,No,No,No,Alto,Urbano
5853,No,Si,Si,Si,No,No,Si,Alto,Urbano
5854,No,No,Si,Si,Si,No,Si,Alto,Urbano
5855,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
5856,No,No,Si,No,No,No,No,Medio alto,Urbano
5857,No,No,Si,Si,No,No,Si,Medio alto,Urbano
5858,No,Si,Si,Si,No,No,No,Bajo,Rural
5859,Si,Si,Si,Si,No,Si,Si,Medio bajo,Urbano
5860,Si,No,No,Si,No,No,No,Medio bajo,Urbano
5861,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
5862,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
5863,Si,No,Si,Si,No,No,Si,Medio bajo,Urbano
5864,Si,Si,No,Si,No,No,Si,Medio bajo,Urbano
5865,No,No,Si,Si,No,No,No,Medio bajo,Urbano
5866,No,No,Si,Si,Si,Si,Si,Alto,Urbano
5867,Si,Si,No,Si,Si,No,Si,Alto,Urbano
5868,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
5869,Si,No,Si,Si,No,No,No,Alto,Urbano
5870,No,No,Si,Si,No,No,Si,Alto,Urbano
5871,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
5872,Si,Si,Si,Si,No,No,No,Medio alto,Urbano
5873,Si,Si,Si,Si,No,Si,Si,Medio alto,Urbano
5874,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
5875,No,No,Si,Si,No,No,Si,Alto,Urbano
5876,No,No,Si,Si,No,No,Si,Alto,Urbano
5877,No,No,Si,Si,No,No,No,Medio bajo,Rural
5878,Si,Si,No,Si,No,No,No,Medio bajo,Rural
5879,No,No,No,Si,No,No,No,Medio bajo,Rural
5880,No,No,Si,Si,Si,No,Si,Alto,Urbano
5881,Si,Si,Si,Si,Si,Si,Si,Alto,Urbano
5882,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
5883,No,No,Si,Si,Si,Si,Si,Alto,Urbano
5884,No,No,Si,No,No,No,Si,Alto,Urbano
5885,Si,No,No,Si,No,No,Si,Alto,Urbano
5886,Si,Si,Si,Si,Si,No,Si,Alto,Urbano
5887,No,Si,Si,Si,No,Si,Si,Medio alto,Urbano
5888,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
5889,Si,No,Si,Si,Si,No,No,Medio alto,Urbano
5890,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
5891,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
5892,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
5893,No,No,Si,Si,Si,No,Si,Medio bajo,Urbano
5894,Si,Si,No,Si,No,No,No,Medio bajo,Rural
5895,Si,No,Si,Si,No,No,No,Medio bajo,Rural
5896,No,No,Si,Si,No,No,No,Medio bajo,Rural
5897,No,No,Si,Si,No,No,Si,Medio bajo,Rural
5898,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
5899,Si,Si,No,Si,No,No,Si,Medio bajo,Rural
5900,No,No,Si,Si,No,No,Si,Medio alto,Urbano
5901,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
5902,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
5903,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
5904,Si,Si,Si,Si,No,Si,Si,Medio alto,Urbano
5905,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
5906,No,No,Si,Si,No,Si,Si,Bajo,Urbano
5907,No,No,Si,Si,No,Si,No,Bajo,Urbano
5908,No,No,No,Si,No,No,No,Medio bajo,Urbano
5909,Si,Si,No,Si,No,Si,Si,Medio bajo,Urbano
5910,No,No,Si,Si,No,No,No,Medio bajo,Urbano
5911,No,Si,Si,Si,No,No,Si,Medio bajo,Urbano
5912,Si,Si,Si,Si,No,Si,Si,Medio bajo,Urbano
5913,No,No,Si,Si,No,No,No,Bajo,Urbano
5914,No,No,No,Si,No,No,Si,Bajo,Urbano
5915,No,No,Si,Si,No,No,Si,Medio alto,Urbano
5916,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
5917,Si,No,No,Si,No,No,Si,Medio alto,Urbano
5918,Si,No,No,Si,No,Si,Si,Medio alto,Urbano
5919,Si,Si,Si,Si,Si,No,Si,Medio alto,Urbano
5920,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
5921,No,No,Si,Si,No,No,No,Medio bajo,Urbano
5922,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
5923,No,No,Si,Si,No,No,No,Medio bajo,Urbano
5924,Si,No,Si,Si,No,No,No,Medio bajo,Urbano
5925,No,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
5926,No,No,Si,Si,Si,Si,Si,Alto,Urbano
5927,No,No,Si,Si,No,Si,Si,Alto,Urbano
5928,Si,Si,Si,Si,No,Si,Si,Alto,Urbano
5929,No,No,Si,Si,Si,Si,Si,Alto,Urbano
5930,No,No,Si,Si,No,Si,Si,Alto,Urbano
5931,Si,Si,No,Si,No,No,No,Medio alto,Urbano
5932,No,No,Si,Si,No,Si,No,Medio alto,Urbano
5933,No,No,Si,Si,No,No,Si,Medio alto,Urbano
5934,Si,Si,Si,Si,No,No,No,Medio alto,Urbano
5935,Si,Si,No,Si,No,No,Si,Bajo,Rural
5936,No,No,Si,Si,No,No,Si,Bajo,Rural
5937,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
5938,No,No,Si,Si,No,No,No,Medio bajo,Urbano
5939,Si,No,No,Si,No,Si,Si,Medio bajo,Urbano
5940,No,No,Si,Si,Si,Si,Si,Alto,Urbano
5941,Si,No,Si,Si,No,Si,Si,Alto,Urbano
5942,No,No,Si,Si,No,Si,Si,Alto,Urbano
5943,Si,Si,Si,Si,Si,Si,No,Alto,Urbano
5944,No,No,Si,Si,No,Si,Si,Alto,Urbano
5945,Si,Si,Si,Si,No,No,Si,Alto,Urbano
5946,Si,No,Si,Si,Si,No,Si,Medio bajo,Urbano
5947,Si,Si,Si,Si,No,No,No,Medio bajo,Urbano
5948,No,No,Si,Si,No,No,No,Medio bajo,Urbano
5949,Si,Si,Si,Si,No,Si,Si,Medio bajo,Urbano
5950,No,No,Si,Si,No,No,No,Medio bajo,Urbano
5951,No,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
5952,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
5953,No,No,No,Si,No,Si,Si,Medio alto,Urbano
5954,No,No,No,No,No,No,No,Medio alto,Urbano
5955,No,Si,Si,Si,No,Si,Si,Medio alto,Urbano
5956,No,No,Si,Si,No,No,No,Medio alto,Urbano
5957,No,No,Si,Si,No,No,Si,Medio alto,Urbano
5958,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
5959,No,No,Si,Si,No,No,No,Medio alto,Urbano
5960,Si,Si,Si,Si,Si,No,Si,Medio alto,Urbano
5961,Si,No,Si,Si,No,Si,Si,Medio bajo,Urbano
5962,No,No,Si,Si,Si,No,Si,Alto,Urbano
5963,No,No,Si,Si,No,No,No,Bajo,Urbano
5964,No,No,Si,Si,No,No,No,Bajo,Urbano
5965,Si,Si,No,Si,No,No,No,Bajo,Urbano
5966,Si,No,Si,Si,No,No,No,Bajo,Urbano
5967,No,No,Si,Si,No,No,Si,Bajo,Urbano
5968,No,No,No,Si,No,No,No,Bajo,Urbano
5969,Si,No,Si,Si,No,No,Si,Bajo,Urbano
5970,No,No,Si,Si,No,No,No,Medio alto,Urbano
5971,No,Si,Si,Si,No,Si,Si,Medio alto,Urbano
5972,Si,Si,No,Si,No,No,No,Medio alto,Urbano
5973,Si,Si,Si,Si,No,Si,Si,Medio alto,Urbano
5974,No,No,No,Si,No,No,No,Medio bajo,Urbano
5975,No,No,Si,Si,No,No,No,Medio bajo,Rural
5976,Si,No,No,Si,No,Si,No,Medio bajo,Rural
5977,No,No,Si,Si,No,Si,Si,Medio bajo,Rural
5978,Si,No,Si,Si,No,No,Si,Medio bajo,Rural
5979,Si,No,No,Si,No,No,Si,Bajo,Urbano
5980,No,No,Si,Si,No,No,No,Bajo,Urbano
5981,No,No,Si,Si,No,No,No,Bajo,Urbano
5982,No,No,Si,Si,No,No,No,Medio alto,Urbano
5983,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
5984,No,No,Si,Si,No,No,No,Medio alto,Urbano
5985,No,No,Si,Si,Si,Si,Si,Alto,Urbano
5986,No,No,No,Si,No,No,Si,Bajo,Urbano
5987,No,No,No,Si,No,No,Si,Bajo,Urbano
5988,No,No,Si,No,No,No,Si,Bajo,Urbano
5989,Si,Si,Si,Si,No,No,No,Bajo,Urbano
5990,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
5991,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
5992,Si,Si,Si,Si,No,No,Si,Medio alto,Urbano
5993,No,No,No,Si,No,Si,No,Medio alto,Urbano
5994,Si,No,Si,Si,No,No,No,Bajo,Urbano
5995,No,No,Si,Si,No,No,No,Bajo,Urbano
5996,Si,Si,Si,Si,No,No,Si,Medio alto,Urbano
5997,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
5998,No,No,Si,Si,No,No,Si,Medio alto,Urbano
5999,No,No,Si,Si,No,No,Si,Medio alto,Urbano
6000,Si,No,Si,Si,No,No,Si,Medio alto,Urbano
6001,No,No,Si,Si,No,No,Si,Alto,Urbano
6002,No,No,Si,Si,No,No,Si,Alto,Urbano
6003,No,No,Si,Si,No,Si,Si,Alto,Urbano
6004,Si,Si,Si,Si,No,No,No,Medio bajo,Urbano
6005,Si,No,No,Si,No,No,No,Bajo,Urbano
6006,No,No,Si,No,No,No,No,Bajo,Rural
6007,No,No,Si,Si,No,No,No,Bajo,Rural
6008,No,No,Si,Si,No,Si,No,Bajo,Rural
6009,Si,Si,No,Si,No,No,No,Bajo,Rural
6010,No,No,Si,Si,No,No,No,Bajo,Rural
6011,Si,No,No,Si,No,No,No,Medio bajo,Urbano
6012,No,No,Si,No,No,No,No,Medio bajo,Urbano
6013,Si,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
6014,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
6015,Si,Si,No,No,No,No,No,Medio bajo,Rural
6016,Si,No,Si,Si,No,No,No,Medio bajo,Rural
6017,No,No,Si,Si,No,No,Si,Medio alto,Urbano
6018,Si,No,No,Si,No,No,No,Medio alto,Urbano
6019,No,No,Si,Si,No,No,Si,Medio alto,Urbano
6020,No,No,Si,Si,No,No,Si,Medio alto,Urbano
6021,No,No,Si,Si,No,No,No,Medio alto,Urbano
6022,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
6023,No,Si,Si,Si,No,No,Si,Medio alto,Urbano
6024,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
6025,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
6026,No,No,Si,Si,Si,Si,Si,Alto,Urbano
6027,No,No,Si,No,No,No,No,Medio bajo,Rural
6028,No,No,Si,Si,No,No,No,Medio bajo,Rural
6029,No,No,Si,Si,No,No,Si,Medio bajo,Rural
6030,Si,No,No,Si,No,No,No,Medio bajo,Rural
6031,No,No,Si,Si,No,No,No,Bajo,Urbano
6032,Si,Si,No,Si,No,No,Si,Bajo,Urbano
6033,Si,Si,No,Si,No,No,Si,Bajo,Urbano
6034,Si,Si,No,Si,No,No,Si,Bajo,Urbano
6035,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
6036,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
6037,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
6038,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
6039,No,Si,Si,Si,No,No,Si,Medio bajo,Urbano
6040,Si,Si,Si,Si,Si,Si,Si,Medio alto,Urbano
6041,No,No,Si,Si,No,No,Si,Medio bajo,Rural
6042,No,No,Si,Si,No,Si,No,Medio bajo,Rural
6043,No,No,No,Si,No,No,No,Bajo,Rural
6044,No,No,Si,Si,Si,No,Si,Bajo,Rural
6045,No,No,Si,Si,No,No,No,Bajo,Rural
6046,No,No,Si,Si,No,No,Si,Bajo,Rural
6047,Si,Si,No,Si,No,No,No,Bajo,Rural
6048,Si,Si,No,Si,No,No,No,Bajo,Rural
6049,No,No,Si,Si,No,No,No,Medio bajo,Urbano
6050,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
6051,Si,No,No,Si,Si,Si,Si,Medio bajo,Urbano
6052,Si,No,Si,Si,No,No,No,Medio bajo,Urbano
6053,Si,Si,Si,Si,No,No,No,Medio alto,Urbano
6054,No,No,Si,Si,No,No,No,Medio alto,Urbano
6055,Si,Si,No,Si,Si,No,No,Medio alto,Urbano
6056,Si,No,Si,Si,No,No,No,Medio alto,Urbano
6057,Si,Si,No,Si,No,No,No,Medio alto,Urbano
6058,Si,No,No,Si,No,No,No,Medio alto,Urbano
6059,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
6060,No,No,Si,Si,No,Si,Si,Alto,Urbano
6061,No,No,Si,Si,No,Si,Si,Alto,Urbano
6062,No,No,Si,Si,No,No,No,Medio alto,Urbano
6063,No,No,Si,Si,No,No,No,Medio alto,Urbano
6064,No,No,Si,Si,No,No,No,Medio alto,Urbano
6065,Si,Si,No,Si,No,Si,Si,Alto,Urbano
6066,Si,No,No,Si,No,No,No,Bajo,Rural
6067,Si,No,No,Si,Si,No,No,Bajo,Rural
6068,Si,No,No,No,No,No,No,Bajo,Rural
6069,Si,No,No,Si,No,No,No,Bajo,Rural
6070,No,No,No,No,No,No,No,Bajo,Rural
6071,Si,Si,No,Si,No,No,Si,Medio bajo,Rural
6072,No,No,Si,Si,No,No,Si,Medio bajo,Rural
6073,No,No,Si,Si,Si,Si,Si,Medio alto,Urbano
6074,No,No,Si,No,No,No,Si,Medio alto,Urbano
6075,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
6076,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
6077,No,No,Si,Si,No,Si,Si,Bajo,Urbano
6078,No,No,Si,Si,Si,No,Si,Alto,Urbano
6079,No,No,Si,Si,No,Si,Si,Alto,Urbano
6080,No,No,Si,Si,No,Si,No,Alto,Urbano
6081,No,No,Si,Si,No,No,Si,Alto,Urbano
6082,Si,No,Si,Si,No,No,No,Medio bajo,Urbano
6083,No,No,Si,Si,No,No,No,Medio bajo,Urbano
6084,Si,No,Si,Si,No,No,No,Medio bajo,Rural
6085,Si,No,Si,Si,No,No,Si,Alto,Urbano
6086,No,No,No,Si,No,Si,No,Alto,Urbano
6087,No,No,Si,Si,No,Si,No,Medio alto,Urbano
6088,No,No,Si,Si,No,No,Si,Medio alto,Urbano
6089,No,Si,Si,Si,No,No,No,Medio alto,Urbano
6090,Si,No,No,No,No,No,No,Medio alto,Urbano
6091,No,No,No,Si,No,No,No,Medio alto,Urbano
6092,No,No,No,Si,No,No,No,Bajo,Urbano
6093,No,No,No,Si,No,No,No,Bajo,Urbano
6094,Si,No,No,Si,No,No,Si,Bajo,Urbano
6095,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
6096,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
6097,Si,No,No,Si,No,No,Si,Medio bajo,Urbano
6098,No,No,Si,Si,No,No,No,Medio bajo,Rural
6099,Si,Si,No,Si,No,No,No,Medio bajo,Rural
6100,No,No,Si,Si,No,No,Si,Medio bajo,Rural
6101,Si,Si,Si,Si,No,No,No,Medio bajo,Rural
6102,Si,Si,Si,Si,No,Si,Si,Medio bajo,Rural
6103,No,No,Si,Si,Si,Si,Si,Medio bajo,Rural
6104,Si,Si,Si,Si,No,Si,No,Bajo,Rural
6105,Si,Si,No,Si,No,No,No,Bajo,Rural
6106,Si,No,Si,Si,No,No,No,Bajo,Rural
6107,Si,Si,No,Si,No,No,No,Bajo,Rural
6108,No,No,Si,No,No,No,No,Medio bajo,Urbano
6109,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
6110,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
6111,Si,Si,Si,Si,No,Si,Si,Medio alto,Urbano
6112,Si,Si,Si,Si,No,No,Si,Medio alto,Urbano
6113,No,No,Si,Si,Si,No,Si,Medio alto,Urbano
6114,No,No,Si,Si,No,No,Si,Medio alto,Urbano
6115,Si,No,Si,Si,No,Si,Si,Alto,Urbano
6116,No,No,Si,Si,No,No,No,Alto,Urbano
6117,No,No,Si,Si,Si,Si,Si,Alto,Urbano
6118,No,No,Si,Si,No,No,Si,Alto,Urbano
6119,No,No,Si,Si,No,No,No,Medio alto,Urbano
6120,No,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
6121,No,No,Si,Si,No,No,No,Medio bajo,Urbano
6122,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
6123,No,No,Si,Si,No,No,Si,Medio bajo,Urbano
6124,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
6125,No,No,No,Si,No,No,No,Medio alto,Urbano
6126,Si,No,Si,Si,No,No,No,Medio alto,Urbano
6127,Si,No,Si,Si,No,Si,Si,Medio alto,Urbano
6128,No,No,Si,Si,No,No,Si,Medio alto,Urbano
6129,Si,No,No,Si,No,No,No,Bajo,Rural
6130,Si,No,No,Si,No,No,No,Bajo,Rural
6131,No,No,Si,No,No,No,No,Bajo,Rural
6132,No,No,Si,Si,No,Si,Si,Bajo,Rural
6133,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
6134,Si,No,Si,Si,No,Si,Si,Medio bajo,Urbano
6135,Si,Si,No,Si,No,No,No,Medio bajo,Urbano
6136,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
6137,No,No,Si,Si,No,No,No,Medio bajo,Urbano
6138,No,No,Si,Si,No,No,No,Medio bajo,Urbano
6139,No,No,Si,Si,No,Si,Si,Medio bajo,Urbano
6140,Si,No,No,Si,No,No,No,Medio bajo,Urbano
6141,No,No,Si,Si,No,No,No,Medio bajo,Urbano
6142,Si,No,Si,Si,Si,Si,Si,Medio bajo,Rural
6143,No,No,Si,Si,No,No,No,Medio bajo,Rural
6144,Si,No,Si,Si,No,No,No,Medio bajo,Rural
6145,Si,Si,Si,Si,No,Si,Si,Medio bajo,Rural
6146,No,No,No,Si,No,No,No,Medio bajo,Rural
6147,No,No,Si,No,No,No,No,Medio bajo,Rural
6148,Si,No,Si,Si,No,Si,Si,Medio bajo,Urbano
6149,No,No,Si,Si,No,Si,No,Medio bajo,Urbano
6150,Si,No,Si,No,No,No,No,Medio bajo,Rural
6151,No,No,Si,Si,No,No,No,Medio bajo,Rural
6152,No,No,Si,Si,No,No,No,Medio bajo,Rural
6153,Si,Si,Si,Si,No,Si,Si,Medio bajo,Rural
6154,No,No,Si,Si,No,No,No,Medio bajo,Rural
6155,Si,No,Si,Si,No,No,No,Medio bajo,Rural
6156,Si,No,Si,Si,No,No,No,Medio bajo,Rural
6157,No,No,Si,Si,No,No,No,Bajo,Urbano
6158,No,No,Si,Si,No,No,No,Medio bajo,Rural
6159,Si,No,Si,Si,Si,Si,Si,Medio bajo,Rural
6160,Si,Si,No,Si,No,Si,Si,Medio bajo,Rural
6161,Si,Si,Si,Si,Si,Si,Si,Medio bajo,Rural
6162,Si,No,Si,Si,No,Si,Si,Medio bajo,Rural
6163,No,No,Si,No,No,No,No,Bajo,Rural
6164,Si,Si,Si,Si,No,No,No,Bajo,Rural
6165,No,No,Si,Si,No,Si,Si,Bajo,Rural
6166,No,No,Si,Si,No,No,No,Bajo,Rural
6167,Si,Si,No,Si,No,No,No,Bajo,Rural
6168,No,No,No,No,No,No,No,Medio bajo,Rural
6169,Si,No,Si,Si,Si,Si,Si,Medio bajo,Urbano
6170,Si,Si,Si,Si,No,Si,Si,Medio bajo,Urbano
6171,Si,Si,Si,Si,Si,Si,Si,Medio bajo,Urbano
6172,No,No,Si,Si,No,No,No,Medio alto,Urbano
6173,Si,No,Si,Si,Si,Si,Si,Medio alto,Urbano
6174,No,No,Si,Si,No,No,No,Medio alto,Urbano
6175,No,No,Si,Si,No,Si,Si,Medio alto,Urbano
